aluguel,zona,area,quarto
1700.0,oeste,57.0,2.0
2500.0,oeste,60.0,2.0
2300.0,oeste,29.0,1.0
3900.0,oeste,120.0,3.0
2500.0,oeste,40.0,1.0
1000.0,oeste,20.0,1.0
12000.0,oeste,220.0,3.0
1500.0,oeste,50.0,2.0
2200.0,oeste,53.0,2.0
3000.0,oeste,85.0,2.0
3700.0,oeste,55.0,2.0
4651.0,oeste,100.0,3.0
1900.0,oeste,96.0,1.0
1120.0,oeste,40.0,1.0
3000.0,oeste,145.0,2.0
2000.0,oeste,88.0,2.0
9200.0,oeste,150.0,2.0
2022.0,oeste,65.0,2.0
3090.0,oeste,98.0,3.0
3000.0,oeste,68.0,3.0
3700.0,oeste,120.0,3.0
1850.0,oeste,30.0,1.0
1628.0,oeste,62.0,1.0
1850.0,oeste,84.0,3.0
2490.0,oeste,48.0,1.0
2000.0,oeste,31.0,1.0
1000.0,oeste,135.0,3.0
4500.0,oeste,183.0,3.0
2500.0,oeste,37.0,1.0
800.0,oeste,450.0,6.0
2900.0,oeste,200.0,4.0
2862.0,oeste,107.0,2.0
2550.0,oeste,62.0,1.0
2500.0,oeste,53.0,2.0
1750.0,oeste,40.0,1.0
3048.0,oeste,75.0,2.0
2147.0,oeste,35.0,1.0
2200.0,oeste,80.0,2.0
2850.0,oeste,87.0,2.0
2000.0,oeste,25.0,1.0
14500.0,oeste,166.0,3.0
2472.0,oeste,79.0,2.0
2500.0,oeste,182.0,3.0
750.0,oeste,35.0,1.0
6200.0,oeste,176.0,3.0
3700.0,oeste,70.0,2.0
3360.0,oeste,33.0,1.0
1575.0,oeste,56.0,2.0
1359.0,oeste,60.0,2.0
934.0,oeste,35.0,1.0
2256.0,oeste,52.0,2.0
1700.0,oeste,35.0,2.0
2800.0,oeste,35.0,1.0
2250.0,oeste,30.0,1.0
3000.0,oeste,169.0,3.0
11920.0,oeste,160.0,2.0
5500.0,oeste,140.0,2.0
2800.0,oeste,43.0,1.0
3500.0,oeste,125.0,3.0
7000.0,oeste,70.0,3.0
4600.0,oeste,99.0,3.0
1500.0,oeste,50.0,1.0
4000.0,oeste,170.0,3.0
1950.0,oeste,35.0,1.0
3000.0,oeste,73.0,2.0
2000.0,oeste,32.0,1.0
2500.0,oeste,82.0,2.0
3000.0,oeste,61.0,2.0
3000.0,oeste,57.0,2.0
3850.0,oeste,200.0,2.0
5500.0,oeste,70.0,2.0
1550.0,oeste,50.0,1.0
6000.0,oeste,88.0,2.0
2300.0,oeste,62.0,2.0
7200.0,oeste,130.0,1.0
2950.0,oeste,145.0,3.0
6000.0,oeste,70.0,2.0
2671.0,oeste,131.0,3.0
1080.0,oeste,23.0,1.0
3100.0,oeste,100.0,3.0
2420.0,oeste,85.0,3.0
2990.0,oeste,60.0,1.0
3118.0,oeste,163.0,3.0
2700.0,oeste,120.0,2.0
2000.0,oeste,65.0,2.0
3733.0,oeste,63.0,2.0
3048.0,oeste,85.0,2.0
2200.0,oeste,37.0,1.0
1800.0,oeste,65.0,3.0
4905.0,oeste,92.0,2.0
4100.0,oeste,93.0,2.0
1700.0,oeste,67.0,2.0
2500.0,oeste,60.0,2.0
2334.0,oeste,48.0,1.0
2500.0,oeste,66.0,3.0
6500.0,oeste,120.0,2.0
2700.0,oeste,50.0,1.0
1700.0,oeste,49.0,2.0
3819.0,oeste,97.0,3.0
2500.0,oeste,130.0,3.0
4800.0,oeste,102.0,3.0
1700.0,oeste,80.0,3.0
4000.0,oeste,118.0,3.0
4500.0,oeste,160.0,3.0
3000.0,oeste,72.0,2.0
6300.0,oeste,40.0,1.0
2500.0,oeste,30.0,1.0
2200.0,oeste,51.0,2.0
4000.0,oeste,74.0,2.0
3000.0,oeste,98.0,3.0
1600.0,oeste,31.0,1.0
2758.0,oeste,79.0,2.0
2300.0,oeste,50.0,2.0
2000.0,oeste,54.0,1.0
4500.0,oeste,110.0,2.0
5500.0,oeste,40.0,1.0
5751.0,oeste,113.0,3.0
11000.0,oeste,100.0,2.0
1366.0,oeste,50.0,2.0
2650.0,oeste,75.0,2.0
1807.0,oeste,31.0,1.0
4650.0,oeste,65.0,1.0
2800.0,oeste,60.0,1.0
1703.0,oeste,75.0,2.0
5000.0,oeste,110.0,3.0
2000.0,oeste,31.0,1.0
2400.0,oeste,43.0,1.0
1400.0,oeste,26.0,1.0
2100.0,oeste,72.0,2.0
2300.0,oeste,75.0,2.0
1550.0,oeste,41.0,2.0
2888.0,oeste,35.0,1.0
2300.0,oeste,28.0,1.0
3025.0,oeste,64.0,3.0
2000.0,oeste,50.0,2.0
4745.0,oeste,115.0,3.0
2750.0,oeste,64.0,2.0
3600.0,oeste,69.0,2.0
4900.0,oeste,50.0,1.0
5500.0,oeste,101.0,2.0
3900.0,oeste,37.0,1.0
3000.0,oeste,90.0,2.0
2300.0,oeste,50.0,1.0
3000.0,oeste,42.0,1.0
2230.0,oeste,85.0,2.0
1000.0,oeste,70.0,1.0
2800.0,oeste,58.0,2.0
2360.0,oeste,68.0,2.0
3300.0,oeste,57.0,1.0
2187.0,oeste,35.0,1.0
2500.0,oeste,60.0,2.0
3000.0,oeste,112.0,2.0
2950.0,oeste,63.0,1.0
1780.0,oeste,80.0,3.0
2200.0,oeste,71.0,2.0
2500.0,oeste,112.0,2.0
5600.0,oeste,190.0,3.0
2700.0,oeste,85.0,2.0
3200.0,oeste,56.0,2.0
2700.0,oeste,85.0,2.0
3200.0,oeste,56.0,2.0
3300.0,oeste,103.0,2.0
3270.0,oeste,80.0,2.0
3700.0,oeste,150.0,3.0
5900.0,oeste,85.0,1.0
2657.0,oeste,70.0,3.0
2700.0,oeste,154.0,2.0
11500.0,oeste,105.0,1.0
1600.0,oeste,20.0,1.0
1500.0,oeste,37.0,1.0
2700.0,oeste,38.0,1.0
1300.0,oeste,80.0,2.0
1254.0,oeste,25.0,1.0
1934.0,oeste,55.0,1.0
1480.0,oeste,20.0,1.0
1200.0,oeste,25.0,1.0
4500.0,oeste,40.0,1.0
1025.0,oeste,13.0,1.0
2548.0,oeste,80.0,3.0
2353.0,oeste,69.0,3.0
2500.0,oeste,114.0,3.0
1800.0,oeste,48.0,2.0
3162.0,oeste,70.0,2.0
1500.0,oeste,176.0,3.0
1748.0,oeste,59.0,2.0
1782.0,oeste,62.0,2.0
2201.0,oeste,52.0,2.0
1417.0,oeste,31.0,1.0
2000.0,oeste,35.0,1.0
2200.0,oeste,30.0,1.0
1800.0,oeste,70.0,1.0
3250.0,oeste,102.0,3.0
1800.0,oeste,64.0,2.0
3394.0,oeste,69.0,1.0
1560.0,oeste,52.0,2.0
1800.0,oeste,53.0,1.0
1600.0,oeste,70.0,2.0
4500.0,oeste,220.0,3.0
1100.0,oeste,90.0,1.0
1930.0,oeste,55.0,2.0
1999.0,oeste,75.0,3.0
1300.0,oeste,60.0,3.0
5122.0,oeste,47.0,1.0
2100.0,oeste,76.0,3.0
1400.0,oeste,50.0,2.0
4750.0,oeste,83.0,3.0
1350.0,oeste,42.0,2.0
1800.0,oeste,46.0,2.0
2500.0,oeste,50.0,2.0
2800.0,oeste,62.0,2.0
2800.0,oeste,96.0,3.0
3720.0,oeste,31.0,1.0
1377.0,oeste,60.0,2.0
3350.0,oeste,72.0,1.0
3276.0,oeste,35.0,1.0
5323.0,oeste,105.0,3.0
2090.0,oeste,58.0,2.0
3200.0,oeste,37.0,1.0
5190.0,oeste,90.0,3.0
1250.0,oeste,42.0,2.0
1600.0,oeste,55.0,3.0
700.0,oeste,55.0,2.0
1550.0,oeste,24.0,1.0
4500.0,oeste,62.0,1.0
4500.0,oeste,130.0,3.0
4500.0,oeste,110.0,3.0
3500.0,oeste,90.0,3.0
2200.0,oeste,34.0,1.0
1200.0,oeste,70.0,2.0
1315.0,oeste,47.0,2.0
1000.0,oeste,52.0,2.0
4500.0,oeste,200.0,3.0
820.0,oeste,33.0,1.0
1386.0,oeste,57.0,2.0
2050.0,oeste,58.0,3.0
1000.0,oeste,52.0,2.0
2750.0,oeste,75.0,3.0
1100.0,oeste,40.0,1.0
3050.0,oeste,75.0,3.0
1321.0,oeste,60.0,1.0
2140.0,oeste,58.0,3.0
1150.0,oeste,50.0,2.0
1050.0,oeste,80.0,2.0
700.0,oeste,30.0,1.0
1552.0,oeste,75.0,3.0
1200.0,oeste,49.0,2.0
2750.0,oeste,65.0,3.0
1700.0,oeste,60.0,2.0
2200.0,oeste,100.0,3.0
1950.0,oeste,46.0,1.0
2190.0,oeste,27.0,1.0
1300.0,oeste,67.0,3.0
1500.0,oeste,40.0,1.0
9300.0,oeste,186.0,3.0
2000.0,oeste,70.0,2.0
1600.0,oeste,50.0,2.0
1400.0,oeste,50.0,1.0
